Receipt.No,Employee.No,Amount
13066,72,$239.76 
13067,93,$762.52 
13068,79,$952.61 
13069,74,$578.08 
13070,7,$333.23 
13071,70,$471.53 
13072,4,$47.82 
13073,92,$937.98 
13074,64,$380.72 
13075,42,$108.04 
13076,14,$863.49 
13077,82,$812.50 
13078,78,$385.21 
13079,14,$536.34 
13080,53,$87.85 
13081,23,$952.32 
13082,92,$625.71 
13083,76,$345.31 
13084,9,$142.72 
13085,83,$698.77 
13086,32,$386.96 
13087,32,$941.27 
13088,63,$40.81 
13089,38,$124.15 
13090,82,$410.08 
13091,30,$39.78 
13092,45,$189.19 
13093,86,$496.16 
13094,39,$441.53 
13095,48,$352.47 
13096,46,$266.44 
13097,1,$906.84 
13098,70,$236.83 
13099,13,$972.95 
13100,16,$289.82 
13101,39,$802.67 
13102,12,$189.00 
13103,89,$540.29 
13104,14,$746.46 
13105,15,$648.93 
13106,21,$882.09 
13107,51,$756.80 
13108,24,$388.83 
13109,99,$787.96 
13110,76,$804.40 
13111,30,$43.07 
13112,2,$453.86 
13113,64,$206.93 
13114,46,$76.11 
13115,24,$616.30 
13116,16,$499.08 
13117,39,$10.32 
13118,45,$365.61 
13119,65,$61.28 
13120,62,$640.03 
13121,50,$641.09 
13122,69,$401.31 
13123,66,$749.24 
13124,30,$2.12 
13125,85,$466.10 
13126,62,$264.16 
13127,48,$365.43 
13128,78,$61.78 
13129,44,$805.65 
13130,46,$539.14 
13131,14,$498.24 
13132,83,$381.48 
13133,60,$481.75
13134,69,$553.38 
13135,6,$505.03 
13136,42,$658.22 
13137,73,$100.36 
13138,22,$911.18 
13139,99,$539.94 
13140,82,$36.34 
13141,67,$797.42 
13142,22,$157.26 
13143,55,$82.59 
13144,61,$640.47 
13145,74,$77.26 
13146,38,$143.50 
13147,94,$711.21 
13148,47,$864.45 
13149,92,$953.56 
13150,33,$997.96 
13151,63,$868.60 
13152,82,$411.72 
13153,11,$387.71 
13154,87,$949.38 
13155,82,$81.01 
13156,67,$924.13 
13157,18,$506.62 
13158,66,$751.59 
13159,24,$169.13 
13160,44,$573.81 
13161,41,$977.41 
13162,65,$570.02 
13163,88,$130.18 
13164,1,$40.30 
13165,45,$697.24 
13166,95,$814.11 
13167,8,$808.44 
13168,21,$536.57 
13169,10,$289.89 
13170,84,$75.46 
13171,14,$344.31 
13172,10,$376.00 
13173,9,$765.12 
13174,9,$447.38 
13175,11,$242.90 
13176,22,$554.04 
13177,70,$274.56 
13178,22,$856.18 
13179,43,$702.57 
13180,12,$436.28 
13181,76,$718.30 
13182,77,$168.28 
13183,97,$538.39 
13184,70,$689.43 
13185,77,$996.65 
13186,5,$604.50 
13187,78,$597.11 
13188,47,$543.42 
13189,19,$149.45 
13190,75,$918.93 
13191,12,$659.99 
13192,50,$169.83 
13193,10,$427.55 
13194,10,$122.22 
13195,94,$145.24 
13196,78,$480.97 
13197,62,$196.69 
13198,66,$650.89 
13199,50,$404.29 
13200,46,$157.90 
13201,94,$757.55 
13202,94,$667.14 
13203,59,$511.86 
13204,93,$644.56 
13205,50,$264.52 
13206,59,$687.91 
13207,29,$563.77 
13208,11,$166.02 
13209,9,$575.52 
13210,41,$783.38 
13211,99,$891.19 
13212,45,$83.81 
13213,22,$169.10 
13214,10,$228.08 
13215,71,$82.75 
13216,6,$19.58 
13217,31,$747.75 
13218,7,$374.20 
13219,73,$838.59 
13220,77,$34.08 
13221,5,$624.00 
13222,26,$797.73 
13223,94,$132.71 
13224,36,$215.25 
13225,73,$353.89 
13226,68,$212.58 
13227,23,$342.42 
13228,81,$971.73 
13229,18,$654.16 
13230,13,$153.14 
13231,68,$316.87 
13232,18,$184.92 
13233,27,$7.99 
13234,93,$317.43 
13235,85,$533.48 
13236,27,$170.84 
13237,92,$942.52 
13238,49,$738.18 
13239,66,$716.77 
13240,19,$276.34 
13241,84,$105.20 
13242,62,$833.42 
13243,68,$890.83 
13244,86,$487.14 
13245,80,$723.56 
13246,62,$871.44 
13247,99,$236.07 
13248,66,$914.35 
13249,87,$812.09 
13250,78,$141.86 
13251,41,$785.01 
13252,98,$212.28 
13253,93,$500.94 
13254,82,$382.22 
13255,87,$412.03 
13256,79,$466.24 
13257,16,$442.86 
13258,55,$952.76 
13259,50,$139.61 
13260,43,$979.09 
13261,49,$400.50 
13262,57,$124.97 
13263,52,$434.72 
13264,97,$85.83 
13265,39,$701.11 
13266,59,$738.51 
13267,47,$303.80 
13268,33,$387.36 
13269,61,$725.38 
13270,87,$589.26 
13271,47,$186.01 
13272,38,$715.46 
13273,15,$591.23 
13274,98,$187.22 
13275,28,$191.68 
13276,61,$613.88 
13277,67,$230.72 
13278,66,$827.39 
13279,94,$783.80 
13280,7,$308.26 
13281,45,$314.50 
13282,98,$686.49 
13283,37,$817.72 
13284,98,$153.68 
13285,98,$78.94 
13286,11,$757.97 
13287,86,$880.62 
13288,28,$529.48 
13289,58,$531.42 
13290,96,$914.43 
13291,75,$360.35 
13292,3,$487.55 
13293,20,$356.23 
13294,96,$943.42 
13295,54,$273.68 
13296,46,$398.64 
13297,54,$616.23 
13298,44,$569.82 
13299,70,$694.05 
13300,43,$705.63 
13301,96,$668.18 
13302,42,$964.22 
13303,36,$89.95 
13304,68,$401.85 
13305,11,$295.08 
13306,97,$790.38 
13307,16,$626.82 
13308,68,$706.18 
13309,76,$207.92 
13310,12,$97.90 
13311,96,$432.07 
13312,1,$696.94 
13313,36,$153.33 
13314,89,$603.30 
13315,1,$945.92 
13316,16,$490.07 
13317,35,$882.07 
13318,52,$823.45 
13319,53,$880.76 
13320,58,$518.11 
13321,8,$969.61 
13322,52,$589.47 
13323,64,$987.63 
13324,92,$271.60 
13325,94,$232.40 
13326,42,$853.31 
13327,44,$116.39 
13328,79,$988.42 
13329,73,$562.27 
13330,31,$53.61 
13331,10,$856.89 
13332,48,$440.68 
13333,34,$330.45 
13334,30,$931.01 
13335,54,$778.04 
13336,22,$233.54 
13337,76,$684.96 
13338,36,$127.22 
13339,70,$766.01 
13340,91,$620.36 
13341,23,$266.77 
13342,15,$471.73 
13343,72,$218.57 
13344,75,$819.95 
13345,35,$441.56 
13346,3,$902.52 
13347,20,$385.95 
13348,6,$275.63 
13349,49,$139.49 
13350,50,$324.34 
13351,55,$836.23 
13352,54,$564.93 
13353,72,$545.47 
13354,99,$259.86 
13355,4,$306.29 
13356,27,$984.47 
13357,83,$619.25 
13358,15,$753.88 
13359,81,$210.47 
13360,8,$998.59 
13361,18,$566.18 
13362,23,$667.19 
13363,45,$758.91 
13364,33,$192.38 
13365,84,$221.82 
13366,55,$188.78 
13367,81,$154.77 
13368,29,$770.72 
13369,15,$972.52 
13370,28,$682.58 
13371,55,$863.28 
13372,7,$744.59 
13373,45,$796.95 
13374,76,$480.10 
13375,35,$960.84 
13376,96,$404.29 
13377,53,$62.37 
13378,78,$369.46 
13379,52,$391.58 
13380,90,$847.44 
13381,83,$859.80 
13382,42,$314.80 
13383,27,$116.76 
13384,15,$983.50 
13385,6,$37.70 
13386,82,$728.43 
13387,4,$538.37 
13388,7,$305.72 
13389,16,$242.20 
13390,48,$19.56 
13391,20,$700.10 
13392,33,$317.95 
13393,7,$742.54 
13394,17,$540.51 
13395,85,$307.13 
13396,76,$415.89 
13397,1,$887.30 
13398,77,$662.33 
13399,40,$105.83 
13400,76,$530.72 
13401,89,$622.39 
13402,20,$760.43 
13403,13,$316.73 
13404,0,$488.64 
13405,3,$59.36 
13406,9,$746.50 
13407,13,$733.45 
13408,53,$277.91 
13409,47,$504.46 
13410,74,$283.76 
13411,35,$439.01 
13412,30,$916.25 
13413,57,$253.80 
13414,69,$506.75 
13415,12,$28.63 
13416,88,$841.44 
13417,52,$513.62 
13418,38,$600.75 
13419,16,$321.79 
13420,56,$258.57 
13421,13,$747.05 
13422,14,$696.42 
13423,8,$931.89 
13424,28,$987.32 
13425,67,$601.19 
13426,23,$837.26 
13427,44,$15.69 
13428,93,$217.74 
13429,44,$967.58 
13430,79,$797.88 
13431,76,$430.01 
13432,26,$243.52 
13433,89,$819.77 
13434,0,$748.53 
13435,1,$641.48 
13436,75,$877.53 
13437,90,$486.06 
13438,50,$268.75 
13439,95,$531.97 
13440,86,$430.56 
13441,12,$884.65 
13442,22,$546.62 
13443,76,$505.23 
13444,79,$828.48 
13445,13,$155.09 
13446,90,$84.05 
13447,25,$635.11 
13448,82,$29.04 
13449,54,$193.47 
13450,44,$867.77 
13451,93,$588.20 
13452,55,$435.35 
13453,77,$729.34 
13454,0,$393.14 
13455,80,$538.35 
13456,80,$490.23 
13457,37,$575.88 
13458,13,$705.87 
13459,16,$799.47 
13460,29,$471.33 
13461,78,$997.84 
13462,12,$338.00 
13463,38,$205.94 
13464,70,$733.24 
13465,65,$306.70 
13466,70,$268.70 
13467,79,$300.18 
13468,84,$768.17 
13469,97,$918.05 
13470,17,$483.18 
13471,65,$321.53 
13472,28,$730.85 
13473,61,$163.42 
13474,23,$937.96 
13475,71,$66.05 
13476,36,$650.49 
13477,29,$169.36 
13478,34,$709.95 
13479,38,$153.56 
13480,74,$411.78 
13481,8,$744.10 
13482,86,$353.30 
13483,14,$277.95 
13484,74,$519.39 
13485,65,$545.69 
13486,68,$477.01 
13487,5,$742.93 
13488,65,$83.27 
13489,6,$936.22 
13490,95,$341.35 
13491,86,$813.27 
13492,64,$239.02 
13493,82,$922.24 
13494,74,$27.18 
13495,19,$93.75 
13496,12,$326.49 
13497,77,$195.63 
13498,61,$833.23 
13499,14,$774.94 
13500,93,$491.98 
13501,38,$456.56 
13502,33,$35.37 
13503,93,$330.00 
13504,73,$198.13 
13505,35,$67.47 
13506,4,$155.88 
13507,88,$957.53 
13508,34,$840.93 
13509,57,$185.48 
13510,86,$825.38 
13511,8,$895.28 
13512,42,$313.38 
13513,21,$293.48 
13514,62,$917.07 
13515,92,$934.06 
13516,67,$874.65 
13517,95,$820.18 
13518,15,$616.17 
13519,88,$335.94 
13520,28,$916.79 
13521,35,$350.11 
13522,87,$751.62 
13523,20,$831.44 
13524,37,$844.59 
13525,54,$386.75 
13526,62,$504.48 
13527,82,$759.77 
13528,3,$351.49 
13529,21,$173.75 
13530,66,$681.39 
13531,91,$238.64 
13532,59,$296.45 
13533,27,$106.24 
13534,47,$475.68 
13535,85,$992.53 
13536,84,$582.33 
13537,98,$175.36 
13538,88,$24.50 
13539,73,$833.54 
13540,46,$883.67 
13541,24,$585.80 
13542,99,$238.48 
13543,5,$862.80 
13544,63,$797.49 
13545,1,$56.24 
13546,19,$53.05 
13547,15,$775.69 
13548,7,$783.38 
13549,42,$97.26 
13550,77,$126.51 
13551,5,$607.17 
13552,12,$463.34 
13553,34,$865.38 
13554,9,$540.37 
13555,35,$614.11 
13556,5,$124.54 
13557,39,$799.70 
13558,73,$644.83 
13559,84,$716.01 
13560,71,$118.54 
13561,79,$633.42 
13562,93,$110.32 
13563,61,$839.38 
13564,53,$918.39 
13565,69,$56.26 
13566,75,$977.13 
13567,63,$562.64 
13568,39,$561.37 
13569,69,$423.37 
13570,62,$14.33 
13571,4,$186.28 
13572,20,$803.36 
13573,76,$280.07 
13574,68,$826.90 
13575,67,$878.39 
13576,10,$164.39 
13577,50,$519.58 
13578,36,$354.15 
13579,6,$606.82 
13580,50,$44.69 
13581,86,$653.07 
13582,5,$17.69 
13583,36,$431.02 
13584,72,$286.68 
13585,97,$456.10 
13586,16,$244.40 
13587,40,$475.58 
13588,62,$753.88 
13589,14,$594.67 
13590,84,$343.96 
13591,3,$337.83 
13592,21,$563.86 
13593,62,$902.42 
13594,77,$598.03 
13595,33,$769.35 
13596,17,$36.09 
13597,53,$203.86 
13598,54,$390.63 
13599,75,$488.18 
13600,73,$883.96 
13601,60,$491.57
13602,69,$708.20 
13603,46,$591.94 
13604,59,$249.66 
13605,40,$558.93 
13606,56,$715.74 
13607,98,$627.70 
13608,57,$847.09 
13609,70,$267.98 
13610,30,$799.36 
13611,84,$932.18 
13612,88,$42.67 
13613,87,$220.96 
13614,38,$309.10 
13615,4,$780.90 
13616,38,$803.01 
13617,89,$850.29 
13618,47,$467.53 
13619,34,$6.06 
13620,76,$195.74 
13621,35,$427.85 
13622,42,$396.67 
13623,89,$356.54 
13624,37,$113.87 
13625,53,$519.14 
13626,15,$0.79 
13627,93,$305.38 
13628,32,$191.06 
13629,85,$87.54 
13630,33,$834.51 
13631,2,$9.45 
13632,16,$332.10 
13633,39,$628.62 
13634,64,$481.09 
13635,65,$722.85 
13636,33,$625.40 
13637,58,$110.20 
13638,19,$146.22 
13639,4,$224.03 
13640,61,$589.12 
13641,4,$955.71 
13642,95,$458.68 
13643,15,$183.71 
13644,95,$432.71 
13645,9,$761.04 
13646,33,$716.99 
13647,19,$346.36 
13648,85,$582.77 
13649,22,$582.34 
13650,22,$341.34 
13651,42,$379.91 
13652,73,$745.87 
13653,53,$666.27 
13654,80,$951.33 
13655,97,$920.16 
13656,92,$895.18 
13657,51,$290.96 
13658,93,$193.72 
13659,15,$310.58 
13660,76,$327.36 
13661,33,$73.25 
13662,88,$432.73 
13663,12,$508.47 
13664,15,$713.58 
13665,13,$510.39 
13666,71,$525.46 
13667,54,$188.58 
13668,82,$474.03 
13669,25,$399.06 
13670,42,$417.35 
13671,2,$87.22 
13672,89,$598.93 
13673,39,$583.69 
13674,61,$445.78 
13675,32,$716.35 
13676,13,$473.42 
13677,96,$418.20 
13678,93,$215.27 
13679,64,$315.21 
13680,72,$985.42 
13681,50,$135.53 
13682,42,$477.43 
13683,30,$461.68 
13684,77,$294.16 
13685,11,$674.60 
13686,29,$876.42 
13687,3,$433.27 
13688,62,$968.63 
13689,98,$684.04 
13690,19,$540.85 
13691,95,$435.90 
13692,9,$136.77 
13693,95,$390.95 
13694,91,$920.80 
13695,71,$52.86 
13696,47,$526.58 
13697,91,$226.14 
13698,40,$278.56 
13699,85,$516.11 
13700,51,$376.56 
13701,8,$751.83 
13702,34,$965.10 
13703,75,$329.11 
13704,87,$453.47 
13705,19,$823.87 
13706,48,$795.98 
13707,93,$824.10 
13708,68,$825.50 
13709,21,$461.02 
13710,90,$992.39 
13711,7,$678.05 
13712,91,$378.69 
13713,63,$431.92 
13714,62,$829.22 
13715,61,$936.03 
13716,78,$355.84 
13717,46,$785.37 
13718,75,$209.50 
13719,21,$413.83 
13720,96,$453.48 
13721,88,$322.72 
13722,28,$537.67 
13723,56,$50.71 
13724,16,$686.49 
13725,39,$563.33 
13726,10,$837.08 
13727,35,$356.27 
13728,88,$657.49 
13729,45,$906.85 
13730,63,$132.45 
13731,55,$660.30 
13732,62,$159.32 
13733,36,$910.55 
13734,28,$954.73 
13735,83,$883.40 
13736,4,$14.32 
13737,42,$225.34 
13738,11,$956.08 
13739,43,$597.34 
13740,74,$747.90 
13741,10,$82.16 
13742,54,$424.50 
13743,95,$214.59 
13744,0,$743.91 
13745,46,$268.99 
13746,11,$338.64 
13747,75,$143.15 
13748,58,$850.42 
13749,13,$397.44 
13750,50,$710.36 
13751,28,$686.34 
13752,55,$597.67 
13753,36,$528.82 
13754,78,$308.98 
13755,10,$822.06 
13756,16,$466.76 
13757,42,$621.67 
13758,19,$713.81 
13759,17,$480.14 
13760,38,$563.79 
13761,8,$862.24 
13762,36,$212.35 
13763,59,$229.49 
13764,1,$453.08 
13765,9,$504.29 
13766,77,$10.05 
13767,82,$204.00 
13768,0,$727.11 
13769,63,$215.59 
13770,70,$167.93 
13771,43,$349.37 
13772,3,$157.26 
13773,48,$906.64 
13774,1,$955.11 
13775,95,$896.66 
13776,40,$778.83 
13777,60,$485.13
13778,45,$247.88 
13779,9,$481.49 
13780,72,$537.82 
13781,24,$399.55 
13782,21,$134.03 
13783,48,$457.48 
13784,56,$621.33 
13785,51,$742.85 
13786,97,$226.82 
13787,33,$61.14 
13788,15,$898.25 
13789,5,$113.38 
13790,40,$203.70 
13791,84,$980.26 
13792,39,$115.14 
13793,41,$238.92 
13794,95,$279.90 
13795,2,$835.73 
13796,43,$839.80 
13797,79,$438.43 
13798,22,$127.76 
13799,92,$385.57 
13800,28,$595.58 
13801,82,$621.23 
13802,91,$778.14 
13803,4,$863.08 
13804,80,$468.51 
13805,86,$355.40 
13806,75,$763.77 
13807,61,$870.61 
13808,44,$882.67 
13809,74,$351.49 
13810,48,$399.99 
13811,12,$169.39 
13812,82,$264.43 
13813,20,$13.00 
13814,54,$880.45 
13815,60,$490.38
13816,37,$915.23 
13817,61,$435.12 
13818,55,$87.78 
13819,59,$836.37 
13820,63,$653.22 
13821,52,$370.12 
13822,97,$647.54 
13823,14,$563.61 
13824,31,$307.56 
13825,61,$161.50 
13826,39,$881.48 
13827,27,$864.02 
13828,43,$352.71 
13829,50,$485.98 
13830,75,$948.54 
13831,83,$460.57 
13832,42,$752.63 
13833,34,$294.76 
13834,45,$257.32 
13835,92,$836.70 
13836,58,$806.23 
13837,38,$269.62 
13838,56,$769.45 
13839,19,$128.87 
13840,10,$115.48 
13841,65,$723.59 
13842,8,$927.94 
13843,98,$223.08 
13844,13,$298.56 
13845,15,$168.47 
13846,83,$453.84 
13847,17,$46.86 
13848,66,$544.60 
13849,40,$475.32 
13850,88,$28.37 
13851,69,$888.39 
13852,21,$904.13 
13853,15,$650.72 
13854,36,$46.71 
13855,66,$319.37 
13856,93,$354.28 
13857,33,$712.96 
13858,87,$120.63 
13859,65,$461.85 
13860,27,$905.69 
13861,92,$469.86 
13862,45,$845.88 
13863,20,$183.30 
13864,23,$701.96 
13865,35,$631.10 
13866,65,$322.84 
13867,91,$833.87 
13868,89,$531.94 
13869,56,$579.60 
13870,78,$320.24 
13871,52,$74.95 
13872,19,$69.76 
13873,94,$459.77 
13874,38,$870.74 
13875,44,$307.34 
13876,42,$815.71 
13877,75,$140.14 
13878,41,$884.20 
13879,49,$578.31 
13880,6,$105.03 
13881,15,$182.98 
13882,44,$599.88 
13883,95,$696.70 
13884,71,$765.23 
13885,92,$754.73 
13886,39,$606.86 
13887,7,$279.40 
13888,30,$938.13 
13889,7,$887.61 
13890,34,$919.15 
13891,39,$172.22 
13892,5,$671.90 
13893,94,$33.51 
13894,86,$704.99 
13895,31,$830.34 
13896,56,$240.19 
13897,39,$597.10 
13898,59,$652.00 
13899,69,$892.79 
13900,75,$474.15 
13901,54,$755.84 
13902,5,$820.14 
13903,75,$275.70 
13904,24,$92.72 
13905,37,$936.96 
13906,64,$709.56 
13907,50,$110.21 
13908,75,$581.75 
13909,8,$953.89 
13910,70,$396.45 
13911,27,$142.16 
13912,6,$353.30 
13913,32,$780.00 
13914,82,$423.31 
13915,58,$796.13 
13916,63,$905.50 
13917,67,$457.85 
13918,63,$428.98 
13919,99,$264.81 
13920,30,$729.89 
13921,33,$348.59 
13922,3,$784.41 
13923,96,$960.52 
13924,35,$352.05 
13925,52,$715.22 
13926,30,$15.73 
13927,92,$490.01 
13928,52,$376.06 
13929,59,$307.38 
13930,18,$44.79 
13931,21,$475.64 
13932,93,$997.55 
13933,84,$536.03 
13934,54,$947.67 
13935,72,$508.05 
13936,17,$535.15 
13937,44,$95.18 
13938,93,$423.11 
13939,61,$470.51 
13940,46,$487.45 
13941,17,$261.18 
13942,45,$919.73 
13943,31,$479.60 
13944,40,$763.76 
13945,22,$99.21 
13946,41,$952.54 
13947,98,$339.83 
13948,65,$612.89 
13949,42,$750.28 
13950,89,$907.41 
13951,77,$395.44 
13952,17,$209.06 
13953,76,$37.76 
13954,19,$668.10 
13955,35,$802.84 
13956,71,$337.92 
13957,71,$123.86 
13958,31,$871.76 
13959,23,$116.71 
13960,34,$271.20 
13961,48,$422.48 
13962,95,$527.23 
13963,51,$687.52 
13964,45,$464.36 
13965,26,$566.45 
13966,87,$861.55 
13967,85,$219.30 
13968,79,$556.03 
13969,23,$686.85 
13970,21,$685.22 
13971,61,$776.13 
13972,23,$416.33 
13973,79,$843.31 
13974,51,$820.72 
13975,90,$104.82 
13976,55,$709.81 
13977,53,$144.21 
13978,41,$163.49 
13979,81,$517.00 
13980,19,$938.55 
13981,88,$569.86 
13982,78,$503.25 
13983,78,$339.45 
13984,10,$455.90 
13985,17,$452.78 
13986,75,$190.36 
13987,52,$1.53 
13988,92,$947.62 
13989,64,$837.86 
13990,55,$644.21 
13991,23,$287.87 
13992,12,$940.18 
13993,35,$810.76 
13994,61,$345.19 
13995,79,$463.27 
13996,9,$259.23 
13997,82,$55.16 
13998,29,$585.96 
13999,1,$234.69 
14000,80,$766.11 
14001,33,$88.05 
14002,40,$134.41 
14003,58,$935.55 
14004,10,$704.80 
14005,74,$878.60 
14006,0,$429.90 
14007,48,$657.14 
14008,42,$408.79 
14009,11,$947.74 
14010,61,$386.98 
14011,19,$342.16 
14012,34,$917.46 
14013,40,$318.74 
14014,41,$968.45 
14015,66,$514.15 
14016,33,$947.26 
14017,21,$140.47 
14018,68,$146.70 
14019,6,$848.13 
14020,11,$724.97 
14021,24,$279.51 
14022,74,$659.91 
14023,68,$103.71 
14024,57,$975.39 
14025,57,$505.40 
14026,76,$569.24 
14027,14,$184.65 
14028,84,$755.65 
14029,88,$544.82 
14030,94,$692.92 
14031,97,$477.08 
14032,21,$497.44 
14033,40,$69.17 
14034,99,$590.82 
14035,10,$17.34 
14036,32,$95.70 
14037,24,$989.21 
14038,74,$656.69 
14039,1,$455.14 
14040,16,$756.37 
14041,87,$927.40 
14042,78,$775.50 
14043,52,$122.20 
14044,36,$526.76 
14045,97,$910.79 
14046,67,$651.45 
14047,41,$492.71 
14048,54,$77.83 
14049,34,$369.01 
14050,50,$562.56 
14051,59,$651.34 
14052,71,$362.79 
14053,30,$369.09 
14054,59,$852.68 
14055,21,$760.62 
14056,68,$246.20 
14057,7,$37.57 
14058,23,$807.72 
14059,29,$891.68 
14060,81,$925.03 
14061,49,$815.00 
14062,78,$797.48 
14063,59,$316.48 
14064,35,$316.64 
14065,55,$199.09 
14066,23,$265.29 
14067,46,$53.88 
14068,58,$581.38 
14069,34,$679.74 
14070,92,$567.88 
14071,17,$836.61 
14072,75,$755.63 
14073,37,$516.51 
14074,46,$375.68 
14075,89,$768.91 
14076,33,$455.36 
14077,95,$382.06 
14078,49,$609.59 
14079,45,$131.69 
14080,41,$831.21 
14081,95,$579.44 
14082,87,$960.60 
14083,39,$159.96 
14084,78,$475.49 
14085,63,$149.34 
14086,93,$666.84 
14087,99,$79.27 
14088,70,$591.01 
14089,70,$760.36 
14090,98,$514.06 
14091,86,$90.33 
14092,44,$939.15 
14093,63,$538.94 
14094,18,$967.53 
14095,66,$770.80 
14096,46,$572.50 
14097,73,$108.39 
14098,70,$733.63 
14099,17,$936.72 
14100,7,$271.23 
14101,52,$953.58 
14102,67,$340.66 
14103,92,$805.17 
14104,44,$190.37 
14105,25,$262.55 
14106,67,$758.37 
14107,67,$333.76 
14108,8,$195.90 
14109,60,$464.04
14110,51,$191.07 
14111,73,$466.94 
14112,41,$938.73 
14113,18,$605.56 
14114,46,$669.23 
14115,14,$469.09 
14116,75,$791.23 
14117,62,$122.09 
14118,40,$655.66 
14119,5,$969.41 
14120,70,$828.75 
14121,39,$557.80 
14122,50,$778.36 
14123,62,$904.44 
14124,2,$219.12 
14125,23,$966.56 
14126,59,$223.18 
14127,55,$489.36 
14128,78,$574.92 
14129,39,$279.81 
14130,22,$488.68 
14131,83,$954.74 
14132,42,$749.17 
14133,94,$99.18 
14134,67,$940.25 
14135,25,$579.08 
14136,22,$83.29 
14137,83,$813.55 
14138,95,$220.39 
14139,44,$272.72 
14140,42,$350.48 
14141,37,$909.42 
14142,71,$636.66 
14143,87,$734.07 
14144,71,$306.57 
14145,21,$859.47 
14146,68,$683.14 
14147,87,$106.28 
14148,35,$192.31 
14149,23,$2.66 
14150,42,$316.23 
14151,76,$395.71 
14152,82,$817.87 
14153,42,$616.59 
14154,96,$916.73 
14155,67,$35.97 
14156,23,$613.85 
14157,89,$412.64 
14158,20,$160.89 
14159,47,$729.29 
14160,58,$563.62 
14161,92,$610.78 
14162,23,$26.79 
14163,44,$843.15 
14164,2,$197.56 
14165,56,$92.98 
14166,12,$32.14 
14167,13,$224.28 
14168,26,$511.37 
14169,62,$590.67 
14170,84,$753.41 
14171,35,$353.65 
14172,82,$431.13 
14173,81,$920.48 
14174,89,$674.32 
14175,6,$874.74 
14176,46,$259.52 
14177,92,$453.61 
14178,10,$707.51 
14179,82,$725.24 
14180,9,$414.25 
14181,2,$586.45 
14182,21,$807.79 
14183,49,$233.66 
14184,80,$170.54 
14185,6,$319.24 
14186,64,$214.04 
14187,9,$770.61 
14188,3,$402.23 
14189,21,$378.91 
14190,22,$197.73 
14191,20,$111.65 
14192,6,$854.00 
14193,95,$284.46 
14194,82,$50.36 
14195,45,$606.89 
14196,74,$660.30 
14197,7,$74.43 
14198,62,$692.16 
14199,85,$505.31 
14200,59,$685.30 
14201,39,$471.19 
14202,49,$446.17 
14203,2,$159.21 
14204,45,$78.51 
14205,14,$846.76 
14206,45,$30.21 
14207,30,$66.57 
14208,39,$173.28 
14209,17,$991.13 
14210,23,$604.82 
14211,81,$137.02 
14212,13,$854.91 
14213,30,$497.29 
14214,27,$742.31 
14215,14,$214.25 
14216,27,$942.54 
14217,23,$6.10 
14218,89,$481.86 
14219,3,$242.01 
14220,77,$293.87 
14221,42,$572.23 
14222,81,$238.86 
14223,66,$992.15 
14224,24,$635.68 
14225,2,$946.00 
14226,94,$756.62 
14227,28,$328.77 
14228,85,$682.31 
14229,40,$29.07 
14230,70,$544.40 
14231,51,$248.11 
14232,73,$121.03 
14233,11,$765.35 
14234,8,$996.61 
14235,71,$232.94 
14236,18,$414.02 
14237,92,$126.49 
14238,68,$257.27 
14239,23,$984.57 
14240,14,$140.77 
14241,71,$884.32 
14242,58,$334.05 
14243,17,$117.89 
14244,63,$815.46 
14245,98,$139.48 
14246,51,$336.64 
14247,77,$418.73 
14248,44,$53.45 
14249,91,$655.87 
14250,79,$589.71 
14251,92,$809.05 
14252,38,$695.31 
14253,26,$109.39 
14254,7,$8.89 
14255,72,$367.77 
14256,90,$563.54 
14257,98,$660.19 
14258,50,$553.98 
14259,11,$683.02 
14260,32,$905.14 
14261,96,$50.25 
14262,73,$412.34 
14263,81,$158.03 
14264,88,$587.94 
14265,58,$914.27 
14266,55,$948.12 
14267,7,$970.90 
14268,35,$245.26 
14269,67,$376.57 
14270,16,$900.48 
14271,29,$510.42 
14272,17,$71.69 
14273,35,$459.04 
14274,27,$968.66 
14275,38,$467.19 
14276,82,$326.13 
14277,24,$297.71 
14278,1,$3.43 
14279,65,$875.26 
14280,13,$949.83 
14281,28,$813.90 
14282,44,$708.47 
14283,94,$90.77 
14284,31,$586.00 
14285,45,$559.88 
14286,5,$724.67 
14287,79,$783.45 
14288,15,$831.62 
14289,42,$750.48 
14290,51,$512.77 
14291,24,$613.94 
14292,24,$974.84 
14293,63,$432.73 
14294,81,$826.51 
14295,61,$259.96 
14296,26,$719.77 
14297,76,$946.07 
14298,16,$195.86 
14299,97,$673.04 
14300,56,$189.68 
14301,62,$900.95 
14302,86,$568.62 
14303,50,$336.51 
14304,9,$796.63 
14305,69,$507.17 
14306,1,$270.27 
14307,0,$240.36 
14308,19,$866.65 
14309,24,$713.35 
14310,67,$979.28 
14311,72,$391.90 
14312,89,$997.62 
14313,12,$553.71 
14314,76,$998.65 
14315,96,$373.26 
14316,72,$739.44 
14317,56,$875.44 
14318,76,$390.73 
14319,32,$525.43 
14320,74,$329.04 
14321,31,$615.11 
14322,39,$543.96 
14323,90,$408.72 
14324,20,$125.08 
14325,41,$23.30 
14326,84,$745.15 
14327,90,$669.63 
14328,96,$396.90 
14329,84,$962.05 
14330,76,$314.97 
14331,48,$285.20 
14332,26,$162.33 
14333,61,$253.28 
14334,31,$86.30 
14335,22,$647.24 
14336,39,$828.57 
